ID,Date,Time,Location,Operator,Flight,Route,Type,Registration,CN_IN,Aboard,Fatalities,Ground,Survivors,SurvivalRate,Summary,ClustID
421,12/25/2003,14:55,"COTONOU, BENIN",UNION DES TRANSPORTS AERIENS DE GUINEE,141,"CONAKRY, GUINEA - COTONOU, BENIN - BEIRUT, LEBANON",BOEING B-727-223,3X-GDO,21090,161,140,0,21,0.13,"The B-727 was barely able to climb after taking off from Cotonou Airport. The landing gear struck a building housing electronics, crashed through the barrier fence and broke up along the shoreline adjacent to the airport. The plane was overloaded by 10 tons of cargo which was improperly distributed.",High Fatality
422,1/3/2004,4:44,"OFF SHARM EL SHEIKH, EGYPT",FLASH AIR,604,"SHARM EL SHEIKH, EGYPT - CAIRO, EGYPT",BOEING B-737-3Q8,SU-ZCF,26283,148,148,0,0,0,"Shortly after taking off,  the aircraft crashed into the Red Sea, 7 miles south of the airport. There were mostly French tourists on board heading home for the holidays. Pilot spatial disorientation.",High Fatality
423,11/30/2004,18:14,"SOLO, INDONESIA",LION AIR,583,"JAKARTA, INDONESIA - SOLO, INDONESIA",MCDONNELL-DOUGLAS MD-82,PK-LMN,49189/1173,154,26,0,128,0.831,"While attempting to land, the plane overran the runway and crashed through the airport barrier fence, into a rice field, broke in two and  came to rest at a cemetery, 300 meters beyond the runway. Bad weather and a malfunctioning spoiler may have caused the crash.",Low Fatality
424,2/3/2005,17:00,"NEAR PESHAWAR, PAKISTAN",KAM AIR,904,HERAT - KABUL,BOEING B-737-200,EX-037,22075/630,104,104,0,0,0,"Unable to land at Kabul because of a blizzard, the crew tried to reach Peshawar, Pakistan but crashed into 11,000 ft. Chaperi Mountain near Kabul.",High Fatality
425,4/20/2005,22:15,"TEHRAN, IRAN",SAHA AIRLINE SERVICES,Not Available,KRISH - TERAN,BOEING B-707-3J9C,EP-SHE,21127/915,169,3,0,166,0.982,Soon after experiencing a hard landing an engine began burning while the aircraft was taxiing. The plane then skidded of the runway and fell into the Kan River. One of the passenger's infant fell into the river and drowned while exiting the aircraft.,Low Fatality
426,8/2/2005,16:04,"TORONTO, CANADA",AIR FRANCE,358,"PARIS, FRANCE - TORONTO CANADA",AIRBUS A-340,F-GLZQ,289,309,0,0,309,1,"The plane landed almost half-way down Runway 24, overran the runway, broke in two and caught fire. There was severe thunderstorms at the time of the landing with rain, lightning and hail. All 309 aboard escaped. There were 43 injuries. The pilot landed the plane too far down the rain-slick runway making it virtually impossible to stop the plane before it ran off the runway. In addition, the reverse thrust was not employed until 17 seconds after the wheels touched down.",Low Fatality
427,8/14/2005,12:20,"NEAR GRAMMATIKOS, GREECE",HELIOS AIRWAYS,522,"LARNACA, CYPRUS - ATHENS, GREECE - PRAGUE, CZECH REPUBLIC",BOEING 737-31S,5B-DBY,29099/2982,121,121,0,0,0,"While flying at FL340 towards Athens the crew reported problems with their air conditioning system. As the airliner entered Greek airspace ATC lost contact with the plane. Two Greek F-16 fighters were dispatched to intercept the plane. The F-16 pilots reported that one pilot was not in the cockpit and the other was slumped over the controls. They also said oxygen masks had deployed in the cabin. The plane continued on its programmed route to a holding pattern off the coast of Greece and flew in circles for two hours. Meanwhile, at least two flight attendants had stayed awake using portable oxygen bottles but they couldn't get through the locked, terrorist-proof cockpit door. It was only when one engine failed from fuel starvation that the computer-controlled systems aboard the plane unlocked the door. The plane continued on track until it crashed into mountainous terrain about 25 miles north of Athens. CVR tapes showed that a student pilot/flight attendant, Andreas Prodromos, was at the controls of the aircraft and tried to send a Mayday message twice but the radio was set to the wrong frequency. The cabin pressure control was left in the manual, instead of auto position by maintenance workers. The error was not picked up by the two pilots during three subsequent check lists. They failed to respond to warnings as oxygen masks fell in the passenger cabin which eventually  led to the two pilots losing consciousness and the plane crashing.",High Fatality
428,8/16/2005,3:30,"NEAR LA CUCHARITA, VENEZUELA",WEST CARIBBEAN AIRWAYS,Not Available,"PANAMA CITY - FORT DE FRANCE, MARTINIQUE",MCDONNELL DOUGLAS MD-82,HK-4374X,49484/1315,160,160,0,0,0,"While en route, the crew reported engine trouble with both engines and planed to divert to Caracas. The plane began losing altitude and eventually crashed in the Sierra de Perija mountains on the Columbian-Venezuelan border. The autopilot might have reduced engine power too much after a rapid climb to FL330, allowing airspeed to bleed off to the point of a stall. Also the data recorder showed that rather than push the nose over to recover from the stall, the pilots held the yoke to their chests all the way to the ground.",High Fatality
429,8/23/2005,15:06,"NEAR PUCALLPA, PERU",TANS PERU,204,LIMA - PUCALLPA - IQUITOS,BOEING B-737-244,OB-1809,22580/87,98,40,0,58,0.592,"The plane was about to land at Pucallpa when it ran into strong winds from a tropical storm. The pilot tried to make an emergency landing without its landing gear on a road near the jungle airport. The plane crashed, broke up and caught fire about 2 miles from the airport.",High Fatality
430,9/5/2005,9:40,"MEDAN, INDONESIA",MANDALA AIRLINES,91,MEDAN - JAKARTA,BOEING 737-230,PK-RIM,22136/738,117,99,44,18,0.154,"Seconds after taking off the jetliner shook violently, veered to the left and crashed into a residential neighborhood 500 yards past the end of the runway.",High Fatality
431,10/4/2005,Not Available,"ARU, DEMOCRATIREPUBLICOGO",WIMBI DIRA AIRWAYS,Not Available,KISANGANI - BUNIA,ANTONOV 12V,9Q-CWC,2400901,100,2,0,98,0.98,The aircraft carrying troops made a hard landing causing the landing gear to penetrate the fuselage. Two passengers were killed when they exited the plane and ran into the propellers which were still turning.,Low Fatality
432,10/22/2005,20:40,"LISA, NIGERIA",BELLVIEW AIRLINES,3210,LAGOS - ABUJA,BOEING B-737-2L9,5N-BFN,22734/818,117,117,0,0,0,The tower lost sight and contact with the plane about five minutes after taking off from Murtala Muhammad International  airport. The plane crashed about 30 miles north of Lagos.  A storm was passing through the airport at about the time the aircraft took off.,High Fatality
433,12/6/2005,14:15,"TEHRAN, IRAN",MILITARY - ISLAMIREPUBLIOF IRAN AIR FORCE,Not Available,TEHRAN - BANDAR ABBAS,LOCKHEED C-130B HERCULES,12-May,4386,94,94,14,0,0,The military plane crashed into an apartment building in the Azari district after taking off from Mehrabad Airport. The plane suffered engine failure and was attempting to return for a emergency landing.,High Fatality
434,12/8/2005,19:15,"CHICAGO, ILLINOIS",SOUTHWEST AIRLINES,1248,"BALTIMORE, MARYLAND - CHICAGO, ILLINOIS - LAS VEGAS, NEVADA",BOEING B-737-7H4,N471WN,32471/1535,103,0,1,103,1,"The jetliner slid off Runway 13C at Chicago's Midway Airport, went through an airport boundary fence and crashed into two vehicles at a nearby intersection, killing a young 6- year-old boy. Heavy snow was falling at the time of the accident. The plane had circled the airport for 30 to 35 minutes before attempting to land. The pilots' failure to use available reverse thrust in a timely manner to safely slow or stop the airplane after landing, which resulted in a runway overrun. This failure occurred because the pilots' first experience and lack of familiarity with the airplane's autobrake system distracted them from thrust reverser usage during the challenging landing. Contributing to the accident were Southwest Airline's 1) failure to provide its pilots with clear and consistent guidance and training regarding company policies and procedures related to arrival landing distance calculations; 2) programming and design of its onboard performance computer, which did not present inherent assumptions in the program critical to pilot decision making; 3) plan to implement new autobrake procedures without a familiarization period; and 4) failure to include a margin of safety in the arrival assessment to account for operational uncertainties. Also contributing to the accident was the pilots' failure to divert to another airport given reports that included poor braking action and a tailwind component greater than 5 knots. Contributing to the severity of the accident was the absence of an engineering materials arresting system, which was needed because of the limited runway safety area beyond the departure end of runway 31C.",Low Fatality
435,12/10/2005,14:08,"NEAR PORT HARCOURT, NIGERIA",SOSOLISO AIRLINES,1145,ABUJA - PORT HARCOURT,MCDONNELL DC-9-32,5NBFD,47562/685,109,108,0,1,0.009,"The plane crash-landed and burst into flames in a lightning storm while attempting to land at Port Harcourt Airport. Pilot error. The crew's decision to continue to approach below the decision altitude without having the runway in sight.  It was recommended to improve the training of Nigerian pilots to recognize and recover from adverse weather conditions including windshear. Also, airports and aircraft should be equipped with instruments to detect windshear.",High Fatality
436,5/3/2006,2:15,"OFF SOCHI, RUSSIA",ARMAVIA,967,"YEREVAN, ARMENIA - SOCHI, RUSSIA",AIRBUS A320-211,EK-32009,547,113,113,0,0,0,The jetliner crashed into the Black Sea and broke up in driving rain and low visibility after making a second attempt to land. The plane disappeared from radar screens just under four miles from shore and crashed after making a turn and heading toward Adler airport for a landing. Pilot error. The pilots of the Airbus-320  allowed the plane to descend too low as it faced bad weather on its approach to the airport.,High Fatality
437,7/9/2006,7:44,"IRKUTSK, RUSSIA",SIBIR (S7),778,MOSCOW - IRKUTSK,AIRBUS A-310-324ET,F-OGYP,442,203,128,0,75,0.369,"The plane was landing at Irkutsk International Airport in rain and low visibility when it veered off and overran the runway, struck a building and burst into flames. It was reported the plane was traveling at a high rate of speed when it landed. Crew error. The mistaken and uncontrolled actions by the crew at the stage of slowing down after landing. The unintentional and uncontrolled movement in one of the engines, which was not detected by the crew in time.",High Fatality
438,8/22/2006,15:30,"NEAR DONETSK, UKRAINE",PULKOVO AIRLINES,612,ANAPA - ST. PETERSBURG,TUPOLEV TU-154M,RA-851857,894,170,170,0,0,0,"The plane disappeared from radar shortly after making a distress call. A distress call was made at FL330 and again at FL100. The aircraft was reportly on fire before it crashed. The plane crashed in a field, 30 miles North of Donetsk and broke-up. Weather forecasters reported thunderstorms and lightning in the area at the time of the crash. The crew pushed the aircraft beyond its limits as they attempted to fly around a thunder storm. The crew steered the aircraft under manual control into an angle of attack that was beyond critical which resulted in  a stall and the subsequent transition into a flat spin and a collision with the ground. The crew's steering of the aircraft under manual control into an angle of attack that was beyond critical which resulted in a stall and subsequent transition into a flat spin and a collision with the ground.",High Fatality
